# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant
TREH	TREH	NM_001301065.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TREH	TREH	NM_007180.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TREM1	TREM1	NM_001242589.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TREM1	TREM1	NM_001242590.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TREM1	TREM1	NM_018643.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TREM1	TREM1	NR_136332.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRERF1	TRERF1	NM_001297573.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRERF1	TRERF1	NM_033502.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRHDE	TRHDE	NM_013381.2	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0
TRHDE-AS1	TRHDE-AS1	NR_026836.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TRHDE-AS1	TRHDE-AS1	NR_026837.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIB2	TRIB2	NM_021643.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
TRIB2	TRIB2	NR_027303.2		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
TRIM13	TRIM13	NM_001007278.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM13	TRIM13	NM_005798.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM13	TRIM13	NM_052811.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM13	TRIM13	NM_213590.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM14	TRIM14	NM_014788.4	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
TRIM14	TRIM14	NM_033219.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_001348119.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_001348120.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_001348121.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_001348122.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_001348124.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_001348125.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_001348126.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16	TRIM16	NM_006470.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16L	TRIM16L	NM_001353219.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16L	TRIM16L	NM_001353220.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16L	TRIM16L	NM_001353221.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16L	TRIM16L	NM_001353222.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM16L	TRIM16L	NM_001353223.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_001130067.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_001302692.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_001302693.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_001351054.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_001351055.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_001351056.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_001351057.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM2	TRIM2	NM_015271.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM22	TRIM22	NM_001199573.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM22	TRIM22	NM_006074.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM23	TRIM23	NM_001656.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM23	TRIM23	NM_033227.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM23	TRIM23	NM_033228.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM24	TRIM24	NM_003852.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM24	TRIM24	NM_015905.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	TRIM25	NM_005082.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM33	TRIM33	NM_015906.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM33	TRIM33	NM_033020.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM35	TRIM35	NM_001304495.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM35	TRIM35	NM_001362813.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM35	TRIM35	NM_171982.5	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM36	TRIM36	NM_001300752.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM36	TRIM36	NM_001300759.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM36	TRIM36	NM_018700.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001005207.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320987.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320988.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320989.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320990.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353082.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353083.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353084.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353085.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353086.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_015294.6	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NR_148346.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NR_148347.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM38	TRIM38	NM_006355.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM4	TRIM4	NM_033017.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM4	TRIM4	NM_033091.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM44	TRIM44	NM_017583.6	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
TRIM55	TRIM55	NM_033058.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM55	TRIM55	NM_184085.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM55	TRIM55	NM_184086.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM55	TRIM55	NM_184087.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM58	TRIM58	NM_015431.4	protein_coding	0	1	1	4	2	0	0	0	2	1	0	0	0	0	0	0	1
TRIM59-IFT80	TRIM59-IFT80	NR_148401.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
TRIM59-IFT80	TRIM59-IFT80	NR_148402.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM59-IFT80	TRIM59-IFT80	NR_148403.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
TRIM61	TRIM61	NM_001012414.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM62	TRIM62	NM_001330483.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM62	TRIM62	NM_018207.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM63	TRIM63	NM_032588.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM64C	TRIM64C	NM_001206631.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM66	TRIM66	NM_014818.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM67	TRIM67	NM_001004342.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM67	TRIM67	NM_001300889.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM68	TRIM68	NM_001304496.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM68	TRIM68	NM_018073.8	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM71	TRIM71	NM_001039111.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRIM72	TRIM72	NM_001008274.4	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
TRIM9	TRIM9	NM_015163.5	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
TRIM9	TRIM9	NM_052978.4	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
TRIML1	TRIML1	NM_178556.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIML2	TRIML2	NM_001303419.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
TRIML2	TRIML2	NM_173553.4	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
TRIO	TRIO	NM_007118.4	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0
TRIO	TRIO	NR_134469.2		0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0
TRIOBP	TRIOBP	NM_001039141.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIOBP	TRIOBP	NM_007032.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP11	TRIP11	NM_001321851.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIP11	TRIP11	NM_004239.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001284214.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001284215.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001284216.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348315.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348316.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348317.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348318.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348319.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348320.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348321.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348322.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348323.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348324.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348325.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348326.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348327.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348328.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348329.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348330.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348331.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348332.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348333.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348334.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348335.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001348336.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_004238.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP4	TRIP4	NM_001321924.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP4	TRIP4	NM_016213.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP4	TRIP4	NR_135855.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIP6	TRIP6	NM_003302.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIQK	TRIQK	NM_001171795.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIQK	TRIQK	NM_001171796.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIQK	TRIQK	NM_001171797.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIQK	TRIQK	NM_001171798.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIQK	TRIQK	NM_001171799.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIQK	TRIQK	NM_001191035.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIQK	TRIQK	NM_001191036.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NM_001312691.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NM_001312692.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NM_017646.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132401.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132402.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132403.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132404.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132405.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132406.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132407.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132408.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132409.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132410.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132412.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132413.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132414.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIT1	TRIT1	NR_132415.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRMT44	TRMT44	NM_001350233.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRMT44	TRMT44	NM_152544.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRMT5	TRMT5	NM_001350253.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TRMT5	TRMT5	NM_001350254.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TRMT5	TRMT5	NM_020810.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TRMT6	TRMT6	NM_001281467.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRMT6	TRMT6	NM_015939.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRMT9B	TRMT9B	NM_001099677.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRMT9B	TRMT9B	NM_020844.3	protein_coding	0	0	1	8	0	0	0	0	8	1	0	0	0	0	0	0	0
TRNT1	TRNT1	NM_001302946.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NM_001367321.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NM_001367322.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NM_001367323.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NM_182916.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159934.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
TRNT1	TRNT1	NR_159935.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159936.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
TRNT1	TRNT1	NR_159937.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
TRNT1	TRNT1	NR_159938.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159939.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159940.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159941.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159942.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159943.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNT1	TRNT1	NR_159944.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TROAP	TROAP	NM_005480.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRPA1	TRPA1	NM_007332.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPC2	TRPC2	NR_002720.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TRPC3	TRPC3	NM_001130698.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TRPC3	TRPC3	NM_001366479.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_001135955.3	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_001135956.3	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_001135957.3	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_001135958.3	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_001354799.2	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_001354806.2	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_001372055.1	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_003306.3	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4	TRPC4	NM_016179.4	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
TRPC4AP	TRPC4AP	NM_015638.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRPC4AP	TRPC4AP	NM_199368.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRPC5	TRPC5	NM_012471.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TRPC6	TRPC6	NM_004621.6	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRPC7	TRPC7	NM_001167576.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPC7	TRPC7	NM_001167577.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPC7	TRPC7	NM_020389.2	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPC7-AS2	TRPC7-AS2	NR_133682.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TRPM2	TRPM2	NM_001320350.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRPM2	TRPM2	NM_001320351.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRPM2	TRPM2	NM_003307.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRPM2	TRPM2	NR_038257.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TRPM2-AS	TRPM2-AS	NR_109964.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001007470.2	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001007471.4	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366141.2	protein_coding	0	0	0	43	0	0	0	0	43	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366142.2	protein_coding	0	0	0	43	0	0	0	0	43	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366143.2	protein_coding	0	0	0	43	0	0	0	0	43	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366144.1	protein_coding	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366145.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366146.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366147.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366148.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366149.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366150.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366151.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366152.2	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366153.1	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366154.2	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_020952.6	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_024971.6	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_206944.5	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0
